Kode Wilayah,nama kota,Nama BPS,Alamat,Nomor Telepon/Faksimili,Alamat Email,tautan
1709,Kabupaten Bengkulu Tengah,BPS Kabupaten Bengkulu Tengah (Benteng),"Jl. Bengkulu-Kepahiang KM 12 Desa Kembang Seri, Kec. Talang Empat",Telp. (0736) 7321658,bps1709@bps.go.id,https://bengkulutengahkab.bps.go.id
1771,Kota Bengkulu,BPS Kota Bengkulu,JL. S. PARMAN NO. 89 PADANG JATI BENGKULU 38227,Telp. (0736) 21876 Fax. (0736) 344775,bps1771@bps.go.id,https://bengkulukota.bps.go.id
1801,Kabupaten Lampung Barat,BPS Kabupaten Lampung Barat,"Jl. Mawar No. 2, Way Mangaku, Liwa, Lampung Barat 34512",Telp/Fax (0728) 21146,bps1801@bps.go.id,https://lampungbaratkab.bps.go.id
1802,Kabupaten Tanggamus,BPS Kabupaten Tanggamus,"Jl. Ir. Juanda, Kota Agung, Tanggamus 35384",Telp/Fax (0722) 21893,bps1802@bps.go.id,https://tanggamuskab.bps.go.id
1803,Kabupaten Lampung Selatan,BPS Kabupaten Lampung Selatan,"Jl. Mustafa Kemal No. 24, Kalianda, Lampung Selatan 35513",Telp (0727) 322241,bps1803@bps.go.id,https://lampungselatankab.bps.go.id
1804,Kabupaten Lampung Timur,BPS Kabupaten Lampung Timur,"Jl. Lintas Timur, Desa Mataram Marga, Kec. Sukadana, Lampung Timur 39194",Telp/Fax (0725) 7660014,bps1804@bps.go.id,https://lampungtimurkab.bps.go.id
1805,Kabupaten Lampung Tengah,BPS Kabupaten Lampung Tengah,"Jl. Hanura, Kec. Gunung Sugih, Kab. Lampung Tengah",Telp/Fax (0725) 529725,bps1805@bps.go.id,https://lampungtengahkab.bps.go.id
1806,Kabupaten Lampung Utara,BPS Kabupaten Lampung Utara,"Jl. Soekarno Hatta No. 218, Tanjung Harapan, Kotabumi Selatan, Lampung Utara 34511",Telp/Fax (0724) 21093,bps1806@bps.go.id,https://lampungutarakab.bps.go.id
1807,Kabupaten Way Kanan,BPS Kabupaten Way Kanan,"Komplek Perkantoran Pemda KM 2 No. 34, Blambangan Umpu",Telp/Fax (0723) 461296,bps1807@bps.go.id,https://waykanankab.bps.go.id
1808,Kabupaten Tulangbawang,BPS Kabupaten Tulang Bawang,"Jl. Cemara No. 285, Menggala Selatan","Telp (0726) 7575406, 7575407 Fax (0726) 21413",bps1808@bps.go.id,https://tulangbawangkab.bps.go.id
1809,Kabupaten Pesawaran,BPS Kabupaten Pesawaran,"Jl. Ahmad Yani No. 119, Kutoarjo, Kec. Gedung Tataan, Kab. Pesawaran 35371",Telp/Fax (0721) 94711,bps1809@bps.go.id,https://pesawarankab.bps.go.id
1810,Kabupaten Pringsewu,BPS Kabupaten Pringsewu,"Jl. Raya Gading Rejo KM 33, Wonodado, Gading Rejo 35372",Telp/Fax (0729) 333237,bps1810@bps.go.id,https://pringsewukab.bps.go.id
1811,Kabupaten Mesuji,BPS Mesuji,"Jl. Jendral Sudirman No. 10, Samping Radio Mutiara, Simpang Pematang, Mesuji",Telp 087886546219,bps1811@bps.go.id,https://mesujikab.bps.go.id
1812,Kabupaten Tulang Bawang Barat,BPS Kabupaten Tulang Bawang Barat,"Jl. Brawijaya No. 278, Panaragan Jaya, Kec. Tulang Bawang Tengah, Kab. Tulang Bawang Barat",Telp/Fax (0725) 7578141,bps1812@bps.go.id,https://tubabakab.bps.go.id
1813,Kabupaten Pesisir Barat,BPS Pesisir Barat,"Jl. Mawar No. 2, Way Mangaku, Liwa, Lampung Barat 34512",Telp/Fax (0728) 21146,bps1801@bps.go.id,https://pesisirbaratkab.bps.go.id
1871,Kota Bandar Lampung,BPS Kota Bandar Lampung,"Jl. Sutan Syahrir No. 30, Pahoman, Bandar Lampung 35213",Telp/Fax (0721) 255980,bps1871@bps.go.id,https://bandarlampungkota.bps.go.id
1872,Kota Metro,BPS Kota Metro,"Jl. AR Prawiranegara, Kauman, Kota Metro",Telp/Fax (0725) 41758,bps1872@bps.go.id,https://metrokota.bps.go.id
1901,Kabupaten Bangka,BPS Kabupaten Bangka,"Jl. Ahmad Yani (Jalur Dua), Sungailiat 33215",Telp/Fax (0717) 92492,bps1901@bps.go.id,https://bangkakab.bps.go.id
1902,Kabupaten Belitung,BPS Kabupaten Belitung,"Jl. Hasan Basri No. 16, Tanjung Pandan, Belitung 33412",Telp (0719) 21065 Fax (0719) 21551,bps1902@bps.go.id,https://belitungkab.bps.go.id
1903,Kabupaten Bangka Barat,BPS Kabupaten Bangka Barat,"Komplek Perkantoran Pemerintah Kabupaten Bangka Barat, Kp. Daya Baru, Pal 4 Muntok","Telp (0716) 7323066, 7323067 Fax (0716) 7323068",bps1903@bps.go.id,https://bangkabaratkab.bps.go.id
1904,Kabupaten Bangka Tengah,BPS Kabupaten Bangka Tengah,"Komplek Perkantoran Pemkab Bangka Tengah, Jl. Raya Bypass Koba 33681",Telp (0718) 7362084 Fax (0718) 7362085,bps1904@bps.go.id,https://bangkatengahkab.bps.go.id
1905,Kabupaten Bangka Selatan,BPS Kabupaten Bangka Selatan,"Komplek Perkantoran Terpadu Kab. Bangka Selatan, Gunung Namak Toboali 33183",Telp/Fax (0718) 4220039,bps1905@bps.go.id,https://bangkaselatankab.bps.go.id
1906,Kabupaten Belitung Timur,BPS Kabupaten Belitung Timur,"Jl. Raya Manggarawan, Desa Padang Manggar, Kep. Bangka Belitung","Telp (0719) 9220090, 9220091",bps1906@bps.go.id,https://belitungtimurkab.bps.go.id
1971,Kota Pangkal Pinang,BPS Kota Pangkalpinang,"Jl. Komodor Yos Sudarso, Pangkal Balam, Pangkalpinang","Telp (0717) 422825, 436081 Fax (0717) 422825",bps1971@bps.go.id,https://pangkalpinangkota.bps.go.id
2101,Kabupaten Karimun,BPS Kabupaten Karimun,Jl. Sudirman (Poros) Komplek Pemkab Karimun,Telp/Fax (0777) 7366027,bps2101@bps.go.id,https://karimunkab.bps.go.id
2102,Kabupaten Bintan,BPS Kabupaten Bintan,"Jl. Tata Bumi Ceruk Ijuk Toapaya Asri, Kec. Toapaya, Tanjungpinang",Telp (0771) 21723,bps2102@bps.go.id,https://bintankab.bps.go.id
2103,Kabupaten Natuna,BPS Kabupaten Natuna,"Jl. H.R. Soebrantas Sual RT 01 RW 06, Ranai, Bunguran Timur, Kab. Natuna 29783",Telp (0773) 31370,bps2103@bps.go.id,https://natunakab.bps.go.id
2104,Kabupaten Lingga,BPS Kabupaten Lingga,Jl. Istana Robat Daik-Lingga (Komplek Perkantoran Pemkab Lingga/ Samping Gedung DPRD Kab Lingga),,bps2104@bps.go.id,https://linggakab.bps.go.id
2105,Kabupaten Kepulauan Anambas,BPS Kabupaten Kepulauan Anambas,"Jl. Pemuda Kelurahan Tarempa, Kec. Siantan Tarempa 29791",,bps2105@bps.go.id,https://anambaskab.bps.go.id
2171,Kota Batam,BPS Kota Batam,"Jl. Raja Ali Kelana Batam Center, Kota Batam",Telp (0778) 7433299,bps2171@bps.go.id,https://batamkota.bps.go.id
2172,Kota Tanjung Pinang,BPS Kota Tanjungpinang,"Jl. W.R. Supratman No. 01 KM X, Kota Tanjungpinang, Prov. Kepulauan Riau 29125",Telp (0771) 4442004,bps2172@bps.go.id,https://tanjungpinangkota.bps.go.id
3101,Kabupaten Kepulauan Seribu,BPS Kabupaten Kepulauan Seribu,"Jl. Cempaka Putih Tengah XIV No.10B, RT.8/RW.5, Cempaka Putih Timur, Cempaka Putih, Kota Jakarta Pusat 10510",Telp. (021) 42887113 Fax. (021 ) 42887113,bps3101@bps.go.id,https://kepulauanseribukab.bps.go.id
3171,Kota Jakarta Selatan,BPS Kota Administrasi Jakarta Selatan,"Kantor Walikota Jakarta Selatan Jl. Prapanca Raya No. 9 Blok A Lt 15, Kebayoran Baru, Jakarta Selatan 12170",Telp. (021) 72792576 Fax. (021) 72789306,bps3171@bps.go.id,https://jakselkota.bps.go.id
3172,Kota Jakarta Timur,BPS Kota Administrasi Jakarta Timur,"Kantor Walikota Jakarta Timur Jl. Dr. Sumarno No. 1 Blok D Lt 11, Jakarta Timur",Telp. (021) 4802359 Fax. (021) 4804625,bps3172@bps.go.id,https://jaktimkota.bps.go.id
3173,Kota Jakarta Pusat,BPS Kota Administrasi Jakarta Pusat,"Kantor Walikota Jakarta Pusat Jl. Tanah Abang I No. 1 Blok C Lt. 5, Jakarta Pusat",Telp. (021) 38430268 Fax. (021) 3519238,bps3173@bps.go.id,https://jakpuskota.bps.go.id
3174,Kota Jakarta Barat,BPS Kota Administrasi Jakarta Barat,"Kantor Walikota Jakarta Barat Jl. Raya Kembangan No. 2 Blok B Lt 7, Jakarta Barat 11610",Telp. (021) 58356244 Fax. (021) 58356244,bps3174@bps.go.id,https://jakbarkota.bps.go.id
3175,Kota Jakarta Utara,BPS Kota Administrasi Jakarta Utara,"Kantor Walikota Jakarta Utara Jl. Yos Sudarso No. 27-29 Blok P Lt. 12, Tanjung Priok, Jakarta Utara",Telp. (021) 4353936 Fax. (021) 4353936,bps3175@bps.go.id,https://jakutkota.bps.go.id
3201,Kabupaten Bogor,BPS Kabupaten Bogor,"Jl. Bersih, Komplek Perkantoran Pemda Kab. Bogor, Cibinong 16911",Telp (021) 8751070,bps3201@bps.go.id,https://bogorkab.bps.go.id
3202,Kabupaten Sukabumi,BPS Kabupaten Sukabumi,"Jl. Raya Karang Tengah KM 14 No. 52, Cibadak, Sukabumi 43152",Telp (0256) 536953 Fax (0266) 536949,bps3202@bps.go.id,https://sukabumikab.bps.go.id
3203,Kabupaten Cianjur,BPS Kabupaten Cianjur,"Jl. Perintis Kemerdekaan No. 3, Cianjur 43251",Telp (0263) 264762,bps3203@bps.go.id,https://cianjurkab.bps.go.id
3204,Kabupaten Bandung,BPS Kabupaten Bandung,"Jl. Raya Soreang KM 17, Komplek Pemda Kab. Bandung",Telp (022) 5895905 Fax (022) 5880882,bps3204@bps.go.id,https://bandungkab.bps.go.id
3205,Kabupaten Garut,BPS Kabupaten Garut,"Jl. Pembangunan No. 222, Tarogong, Garut 44151",Telp (0262) 233273,bps3205@bps.go.id,https://garutkab.bps.go.id
3206,Kabupaten Tasikmalaya,BPS Kabupaten Tasikmalaya,"Jl. Raya Timur KM 4, Cintaraja, Singaparna, Tasikmalaya",Telp (0265) 334746 Fax (0265) 327074,bps3206@bps.go.id,https://tasikmalayakab.bps.go.id
3207,Kabupaten Ciamis,BPS Kabupaten Ciamis,"Jl. RAA Kusumahsubrata, Komplek Perkantoran Kertasari, Ciamis 46213",Telp/Fax (0265) 771322,bps3207@bps.go.id,https://ciamiskab.bps.go.id
3208,Kabupaten Kuningan,BPS Kabupaten Kuningan,"Jl. RE Martadinata No. 66, Cijoho, Kuningan 45511",Telp/Fax (0232) 871662,bps3208@bps.go.id,https://kuningankab.bps.go.id
3209,Kabupaten Cirebon,BPS Kabupaten Cirebon,"Jl. Sunan Kalijaga No. 4, Sumber, Cirebon 45611",Telp/Fax (0231) 321445,bps3209@bps.go.id,https://cirebonkab.bps.go.id
3210,Kabupaten Majalengka,BPS Kabupaten Majalengka,"Jl. Gerakan Koperasi 39, Majalengka 45411",Telp/Fax (0233) 281055,bps3210@bps.go.id,https://majalengkakab.bps.go.id
3211,Kabupaten Sumedang,BPS Kabupaten Sumedang,"Jl. Karapyak No. 61, Sumedang 45323",Telp/Fax (0261) 201504,bps3211@bps.go.id,https://sumedangkab.bps.go.id
3212,Kabupaten Indramayu,BPS Kabupaten Indramayu,"Jl. Golf No. 4, Indramayu 45213",Telp/Fax (0234) 272880,bps3212@bps.go.id,https://indramayukab.bps.go.id
3213,Kabupaten Subang,BPS Kabupaten Subang,Jl. Aipda KS Tubun No. 12 Subang 41211,Telp/Fax (0260) 411101,bps3213@bps.go.id,https://subangkab.bps.go.id
3214,Kabupaten Purwakarta,BPS Kabupaten Purwakarta,Jl. Baru Maracang Rt. 001/ Rw. 01 Purwakarta 41151,Telp/Fax (0264) 201960,bps3214@bps.go.id,https://purwakartakab.bps.go.id
3215,Kabupaten Karawang,BPS Kabupaten Karawang,Jl. Cakradireja No.36 Karawang 41312,Telp/Fax (0267) 402250,bps3215@bps.go.id,https://karawangkab.bps.go.id
3216,Kabupaten Bekasi,BPS Kabupaten Bekasi,"Komplek Perkantoran PEMDA Kabupaten Bekasi, Kota Delta Mas Sukamahi Cikarang Pusat, Bekasi",Telp/Fax (021) 89970329,bps3216@bps.go.id,https://bekasikab.bps.go.id
3217,Kabupaten Bandung Barat,BPS Kabupaten Bandung Barat,"Jl. Raya Cimareme No.119 Padalarang, Bandung Barat",Telp/Fax (022) 6620715,bps3217@bps.go.id,https://bandungbaratkab.bps.go.id
,Kabupaten Pangandaran,,,,,https://pangandarankab.bps.go.id
3271,Kota Bogor,BPS Kota Bogor,Jl. Layungsari III No. 13 Bogor 16132,Telp/Fax (0251) 89970329,bps3271@bps.go.id,https://bogorkota.bps.go.id
3272,Kota Sukabumi,BPS Kota Sukabumi,Jl. Selabintana No. 14 Sukabumi 43113,Telp (0266) 221926,bps3272@bps.go.id,https://sukabumikota.bps.go.id
3273,Kota Bandung,BPS Kota Bandung,Jl. Jend. Gatot Subroto No. 93 Bandung 40273,Telp/Fax (0266) 7305091,bps3273@bps.go.id,https://bandungkota.bps.go.id
3274,Kota Cirebon,BPS Kota Cirebon,"Jl. Sekar Kemuning I -Evakuasi, Kota Cirebon",Telp (0231) 485524,bps3274@bps.go.id,https://cirebonkota.bps.go.id
3275,Kota Bekasi,BPS Kota Bekasi,"Jl. Rawa Tembaga I No. 6, Bekasi 17141",Telp/Fax (021) 8855877,bps3275@bps.go.id,https://bekasikota.bps.go.id
3276,Kota Depok,BPS Kota Depok,"Jl. Boulevard Sektor Anggrek, Grand Depok City Kel. Kalimulya, Kec.Cilodong, Depok",Telp (021) 7710370 Fax (021) 77825913,bps3276@bps.go.id,https://depokkota.bps.go.id
3277,Kota Cimahi,BPS Kota Cimahi,"Jl. Entjep Kartawiria No. 20B Kel. Citeureup, Kec. Cimahi Utara, Kota Cimahi",Telp/Fax. (022) 6645985,bps3277@bps.go.id,https://cimahikota.bps.go.id
3278,Kota Tasikmalaya,BPS Kota Tasikmalaya,Jl. Sukarindik No. 71 Kel Panyingkiran Kec. Indihiang Tasikmalaya,Telp (0265) 346022 Fax. (0265) 346030,bps3278@bps.go.id,https://tasikmalayakota.bps.go.id
3279,Kota Banjar,BPS Kota Banjar,"Jl. Peta Desa Balokang Kec. Banjar, Kota Banjar",Telp/Fax (0265) 744104,bps3279@bps.go.id,https://banjarkota.bps.go.id
3301,Kabupaten Cilacap,BPS Kab. Cilacap,Jl. Dr. Soetomo no 16A Cilacap,(0282) 534328,(0282) 535011,https://cilacapkab.bps.go.id
3302,Kabupaten Banyumas,BPS Kab. Banyumas,"Jl. Warga Bhakti No. 5, Purwokerto 53114 Telp. (0281) 635496",(0281) 635496,(0281) 624865,https://banyumaskab.bps.go.id
3303,Kabupaten Purbalingga,BPS Kab. Purbalingga,"Jl. Letjen S. Parman No. 48, Purbalingga 53317",(0281) 891179,(0281) 891179,https://purbalinggakab.bps.go.id
3304,Kabupaten Banjarnegara,BPS Kab. Banjarnegara,"Jl. Selamanik No. 33, Banjarnegara 53415",(0286) 591893,(0286) 592816,https://banjarnegarakab.bps.go.id
3305,Kabupaten Kebumen,BPS Kab. Kebumen,"Jl. Arungbinang No. 17 A, Kebumen 54311",(0287) 381163,(0287) 381163,https://kebumenkab.bps.go.id
3306,Kabupaten Purworejo,BPS Kab. Purworejo,"Jl Banyuurip , Purworejo",0275) 321218,0275) 321218,https://purworejokab.bps.go.id
3307,Kabupaten Wonosobo,BPS Kab. Wonosobo,"Jl. Bambang Sugeng Km 2,2 Wonosobo",(0286) 324270,(0286) 325380,https://wonosobokab.bps.go.id
3308,Kabupaten Magelang,BPS Kab. Magelang,"Jl. Letnan Tukiyat No. 4, Kota Mungkid 56511",(0293) 788143,(0293) 788143,https://magelangkab.bps.go.id
3309,Kabupaten Boyolali,BPS Kab. Boyolali,Jl Raya Boyolali - Solo Km2,(0276) 323772,(0276) 321061,https://boyolalikab.bps.go.id
3310,Kabupaten Klaten,BPS Kab. Klaten,"Jl. Merapi No. 6, Gayamprit, Klaten Selatan 57423",(0272) 321689,(0272) 321689,https://klatenkab.bps.go.id
3311,Kabupaten Sukoharjo,BPS Kab. Sukoharjo,"Jl. Slamet Riyadi No. 49, Sukoharjo 57513",(0271) 593057,(0271) 593057,https://sukoharjokab.bps.go.id
3312,Kabupaten Wonogiri,BPS Kab. Wonogiri,"Jl. Ki Mangun Sarkoro , Kaloran, Giripurwo Wonogiri",(0273) 321055,(0273) 321055,https://wonogirikab.bps.go.id
3313,Kabupaten Karanganyar,BPS Kab. Karanganyar,Jl. Majapahit No. 11 B Perkantoran Cangakan 57712,(0271) 495047,(0271) 495047,https://karanganyarkab.bps.go.id
3314,Kabupaten Sragen,BPS Kab. Sragen,Jl Letjen Suprapto No 48 Sragen 57211,(0271) 891151,(0271) 894266,https://sragenkab.bps.go.id
3315,Kabupaten Grobogan,BPS Kab. Grobogan,"Jl. Jend. Sudirman No. 6, Purwodadi 58111",(0292) 421167,(0292) 421167,https://grobogankab.bps.go.id
3316,Kabupaten Blora,BPS Kab. Blora,"Jl. Rajawali No. 12, Blora 58211",(0296) 531191,(024) 531191,https://blorakab.bps.go.id
3317,Kabupaten Rembang,BPS Kab. Rembang,"Jl. Blora Km. 1, Rembang 59217",(0295) 691040,(0295) 691040,https://rembangkab.bps.go.id
3318,Kabupaten Pati,BPS Kab. Pati,Jl Raya Pati - Kudus Km 3,(0295) 381905,(0295) 386056,https://patikab.bps.go.id
3319,Kabupaten Kudus,BPS Kab. Kudus,"Jl. Mejobo Komplek Perkantoran, Kudus 59319",(0291) 433382,(0291) 433382,https://kuduskab.bps.go.id
3320,Kabupaten Jepara,BPS Kab. Jepara,"Jl. Ratu Kalinyamat Komplek Perkantoran, Jepara",(0291) 591119,(0291) 591119,https://jeparakab.bps.go.id
3321,Kabupaten Demak,BPS Kab. Demak,"Jl. Sultan Hadi Wijaya No. 23, Demak 59515",(0291) 685445,(0291) 681754,https://demakkab.bps.go.id
3322,Kabupaten Semarang,BPS Kab. Semarang,"Jl. Garuda No. 7, Ungaran 50511",(024) 6921029,(024) 6921029,https://semarangkab.bps.go.id
3323,Kabupaten Temanggung,BPS Kab. Temanggung,Jl Suwandi Suwardi,(0293) 491149,(0293) 491149,https://temanggungkab.bps.go.id
3324,Kabupaten Kendal,BPS Kab. Kendal,"Jl. Pramuka Komplek Perkantoran , Kendal 51351",(0294) 381461,(0294) 383461,https://kendalkab.bps.go.id
3325,Kabupaten Batang,BPS Kab. Batang,"Jl. Pemuda No. 90, Batang 51215",(0285) 391004,(0285) 391004,https://batangkab.bps.go.id
3326,Kabupaten Pekalongan,BPS Kab. Pekalongan,"Jl. Wirata No. 17, Wiradesa, Pekalongan",(0285) 4416613,(0285) 4416613,https://pekalongankab.bps.go.id
3327,Kabupaten Pemalang,BPS Kab. Pemalang,"Jl. Tentara Pelajar No. 16, Pemalang 52312",(0284) 321169,(0284) 321169,https://pemalangkab.bps.go.id
3328,Kabupaten Tegal,BPS Kab. Tegal,"Jl. Ade Irma Suryani No. 1, Slawi 52418",(0283) 4561190,(0283) 491253,https://tegalkab.bps.go.id
3329,Kabupaten Brebes,BPS Kab. Brebes,"Jl. Letjend MT Haryono No. 74, Brebes 52212",(0283) 671168,(0283) 671168,https://brebeskab.bps.go.id
3371,Kota Magelang,BPS Kota Magelang,"Jl. Gatot Subroto No. 54 D, Magelang 56123",(0293) 362645,(0293) 362645,https://magelangkota.bps.go.id
3372,Kota Surakarta,BPS Kota Surakarta,"Jl. Dr. P. Lumban Tobing No. 6 ,Surakarta 57133",(0271) 635428,(0271) 635428,https://surakartakota.bps.go.id
3373,Kota Salatiga,BPS Kota Salatiga,"Jl. Menur Komplek Perkantoran,Salatiga 50742",(0298) 326319,(0298) 326319,https://salatigakota.bps.go.id
3374,Kota Semarang,BPS Kota Semarang,"Jl. Pemuda No. 148, Semarang 50132",(024) 3546413,(024) 3546413,https://semarangkota.bps.go.id
3375,Kota Pekalongan,BPS Kota Pekalongan,"Jl. Pembangunan No. 4, Pekalongan 51117",(0285) 423504,(0285) 423504,https://pekalongankota.bps.go.id
3376,Kota Tegal,BPS Kota Tegal,"Jl. Nakulo No. 36 A,Tegal 52124",(0283) 351593,(0283) 351593,https://tegalkota.bps.go.id
3401,Kabupaten Kulon Progo,BPS Kabupaten Kulonprogo,"Jl. KRT Kertodiningrat Margosari, Pengasih Kulonprogo","Telp (0274) 773129, 773066 Fax (0274) 773129",bps3401@bps.go.id,https://kulonprogokab.bps.go.id
3402,Kabupaten Bantul,BPS Kabupaten Bantul,"Jl. Gatot Subroto No. 3, Manding, Bantul, Yogyakarta","Telp/Fax (0274) 367424,",bps3402@bps.go.id,https://bantulkab.bps.go.id
3403,Kabupaten Gunung Kidul,BPS Kabupaten Gunungkidul,Jl. Pemuda 19A Baleharjo Wonosai 55811,Telp/Fax (0274) 394180,bps3403@bps.go.id,https://gunungkidulkab.bps.go.id
3404,Kabupaten Sleman,BPS Kabupaten Sleman,"Jl. Purboyo, Tundan, Sumberadil, Mlati, Sleman","Telp (0274) 868422, 866656 Fax (0274) 868422",bps3404@bps.go.id,https://slemankab.bps.go.id
3471,Kota Yogyakarta,BPS Kabupaten Kota Yogyakarta,"Jl. Brigjen Katamso (Kompleks THR), Yogyakarta",Telp (0274) 387752 Fax (0274) 387753,bps3471@bps.go.id,https://jogjakota.bps.go.id
3501,Kabupaten Pacitan,BPS Kabupaten Pacitan,"Jl. Ronggowarsito No. 42 Pacitan, 63511",Telp/Fax (0357) 881304,bps3501@bps.go.id,https://pacitankab.bps.go.id
3502,Kabupaten Ponorogo,BPS Kabupaten Ponorogo,Jl.Letjen R.Suprapto No. 14 Ponorogo 63447,Telp/Fax (0352) 481026,bps3502@bps.go.id,https://ponorogokab.bps.go.id
3503,Kabupaten Trenggalek,BPS Kabupaten Trenggalek,"Jl. Brigjen Soetran, Sumbergedong, Trenggalek 66311",Telp/Fax (0355) 791432,bps3503@bps.go.id,https://trenggalekkab.bps.go.id
3504,Kabupaten Tulungagung,BPS Kabupaten Tulungagung,"Jl. Pahlawan (Komplek Stadion), Tulungagung 66225",Telp/Fax (0355) 321501,bps3504@bps.go.id,https://tulungagungkab.bps.go.id
3505,Kabupaten Blitar,BPS Kabupaten Blitar,Jl.Brigjen Katamso No. 5 Blitar 66132,Telp/Fax (0342) 801474,bps3505@bps.go.id,https://blitarkab.bps.go.id
3506,Kabupaten Kediri,BPS Kabupaten Kediri,"Jl.Pamenang No. 5 Gampeng Rejo, Kediri 64282",Telp/Fax (0354) 689673,bps3506@bps.go.id,https://kedirikab.bps.go.id
3507,Kabupaten Malang,BPS Kabupaten Malang,"Jl. Raya Jati Rejo No. 1A Kepanjen, Malang 64182",Telp (0341) 396979 Fax (0341) 392989,bps3507@bps.go.id,https://malangkab.bps.go.id
3508,Kabupaten Lumajang,BPS Kabupaten Lumajang,Jl.Gatot Subroto No. 89 Lumajang 67352,Telp/Fax. (0334) 881906,bps3508@bps.go.id,https://lumajangkab.bps.go.id
3509,Kabupaten Jember,BPS Kabupaten Jember,Jl.Cendrawasih No. 20 Jember 69116,"Telp (0331) 487642, 427533",bps3509@bps.go.id,https://jemberkab.bps.go.id
3510,Kabupaten Banyuwangi,BPS Kabupaten Banyuwangi,Jl. Akhmad Yani No. 91 Banyuwangi 68416,Telp (0333) 421774 Fax (0333) 413904,bps3510@bps.go.id,https://banyuwangikab.bps.go.id
3511,Kabupaten Bondowoso,BPS Kabupaten Bondowoso,Jl. K.Hasyim Ashari No. 7 Bondowoso 68217,Telp (0332) 421775 Fax (0332) 432331,bps3511@bps.go.id,https://bondowosokab.bps.go.id
3512,Kabupaten Situbondo,BPS Kabupaten Situbondo,"Jl. Raya Wringinanom Kec. Panarukan, Situbondo 68351","Telp/Fax. (0338) 670269, 671996",bps3512@bps.go.id,https://situbondokab.bps.go.id
3513,Kabupaten Probolinggo,BPS Kabupaten Probolinggo,"Jl. Lumajang Km. 5, Sumbertaman, Probolinggo 67215",Telp/Fax. (0335) 422117,bps3513@bps.go.id,https://probolinggokab.bps.go.id
3514,Kabupaten Pasuruan,BPS Kabupaten Pasuruan,Jl. Sultan Agung No.42 Pasuruan 67115,Telp/Fax (0343) 423420,bps3514@bps.go.id,https://pasuruankab.bps.go.id
3515,Kabupaten Sidoarjo,BPS Kabupaten Sidoarjo,"Jl. Pahlawan No.140, Sidoarjo 61213",Telp (031) 8941744 Fax. (031) 8946473,bps3515@bps.go.id,https://sidoarjokab.bps.go.id
3516,Kabupaten Mojokerto,BPS Kabupaten Mojokerto,Jl. RA Basuni No. 35 Jampirogo Mojokerto 61361,Telp/Fax. (0321) 321801,bps3516@bps.go.id,https://mojokertokab.bps.go.id
3517,Kabupaten Jombang,BPS Kabupaten Jombang,"Jl. Airlangga No. 46 A, Kel. Jelakombo, Kab. Jombang 61412",Telp (0321) 861485 Fax (0321) 871089,bps3517@bps.go.id,https://jombangkab.bps.go.id
3518,Kabupaten Nganjuk,BPS Kabupaten Nganjuk,"Jl. Dermojoyo No. 34 A, Kel. Payaman, Nganjuk 64418",Telp/Fax (0358) 321583,bps3518@bps.go.id,https://nganjukkab.bps.go.id
3519,Kabupaten Madiun,BPS Kabupaten Madiun,"Jl. Raya Solo No. 30, Kel. Jiwan, Kab. Madiun 63161",Telp (0351) 463193,bps3519@bps.go.id,https://madiunkab.bps.go.id
3520,Kabupaten Magetan,BPS Kabupaten Magetan,"Jl. Inspol Ismiadi No. 2A, Magetan 63318",Telp/ Fax (0351) 895098,bps3520@bps.go.id,https://magetankab.bps.go.id
3521,Kabupaten Ngawi,BPS Kabupaten Ngawi,Jl. Basuki Rahmat No. 1 Ngawi 63218,Telp/Fax. (0351) 749177,bps3521@bps.go.id,https://ngawikab.bps.go.id
3522,Kabupaten Bojonegoro,BPS Kabupaten Bojonegoro,"Jl. Sawunggaling No. 62, Bojonegoro 62111",Telp/Fax. (0353) 881080,bps3522@bps.go.id,https://bojonegorokab.bps.go.id
3523,Kabupaten Tuban,BPS Kabupaten Tuban,Jl. Mastrip No. 21 Tuban 62315,"Telp (0356) 321974, 327911 Fax. (0356) 321974",bps3523@bps.go.id,https://tubankab.bps.go.id
3524,Kabupaten Lamongan,BPS Kabupaten Lamongan,"Jl. Basuki Rahmat No. 176, Lamongan 62215",Telp/Fax. (0322) 321339,bps3524@bps.go.id,https://lamongankab.bps.go.id
3525,Kabupaten Gresik,BPS Kabupaten Gresik,"Jl. Dr. Wahidin Sudirohusodo No. 364, Kel. Dahanrejo, Gresik 61122",Telp/Fax. (031) 3984787,bps3525@bps.go.id,https://gresikkab.bps.go.id
3526,Kabupaten Bangkalan,BPS Kabupaten Bangkalan,"Jl. Halim P. Kusuma No. 5, Kel. Mlajah, Kab. Bangkalan 69111",Telp/Fax. (031) 3095622,bps3526@bps.go.id,https://bangkalankab.bps.go.id
3527,Kabupaten Sampang,BPS Kabupaten Sampang,Jl. KH.Wahid Hasyim No.37 Sampang 69213,Telp/Fax. (0323) 321180,bps3527@bps.go.id,https://sampangkab.bps.go.id
3528,Kabupaten Pamekasan,BPS Kabupaten Pamekasan,Jl. Trunojoyo 325 Pamekasan 69323,Telp/Fax. (0324) 328834,bps3528@bps.go.id,https://pamekasankab.bps.go.id
3529,Kabupaten Sumenep,BPS Kabupaten Sumenep,Jl. Seludang No. 4 Sumenep 69416,Telp/Fax. (0328) 662226,bps3529@bps.go.id,https://sumenepkab.bps.go.id
